id,name,uom
T3B_PAPR_R07,"crude oil and liquid fuels supply, total asia and oceania  ",mbd
T3_STCHANGE_NOECD,"net inventory withdrawals, total non-oecd crude oil and other liquids",mbd
T3_STCHANGE_OOECD,"net inventory withdrawals, total other oecd crude oil and other liquids",mbd
T3_STCHANGE_US,"net inventory withdrawals, total u.s. (50 states) crude oil and other liquids",mbd
T3_STCHANGE_WORLD,"net inventory withdrawals, total world crude oil and other liquids",mbd
TDLOPUS,transmission & distribution losses and unaccounted for,bkwhd
TDLOTWH,total transmission and distribution losses in united states,bkwh
TETCCO2,total energy co2 emissions,mmt
TETCFUEL,u.s. total energy consumption,qbtu
TOCMGEN_US,"total commercial sector net generation by all energy sources, united states",bkwh
TOEPGEN_CA,"electric power sector total net generation from all types of energy sources, california",bkwh
TOEPGEN_FL,"electric power sector total net generation from all types of energy sources, florida (frcc)",bkwh
TOEPGEN_HA,"electric power sector total net generation from all types of energy sources, hawaii and alaska",bkwh
TOEPGEN_MW,"electric power sector total net generation from all types of energy sources, midwest (midcontinent iso)",bkwh
TOEPGEN_NE,"electric power sector total net generation from all types of energy sources, new england (iso-ne)",bkwh
TOEPGEN_NW,"electric power sector total net generation from all types of energy sources, northwest",bkwh
TOEPGEN_NY,"electric power sector total net generation from all types of energy sources, new york (nyiso)",bkwh
TOEPGEN_PJ,"electric power sector total net generation from all types of energy sources, mid-atlantic (pjm)",bkwh
TOEPGEN_SE,"electric power sector total net generation from all types of energy sources, southeast (serc)",bkwh
TOEPGEN_SP,"electric power sector total net generation from all types of energy sources, central (spp iso)",bkwh
TOEPGEN_SW,"electric power sector total net generation from all types of energy sources, southwest",bkwh
TOEPGEN_TX,"electric power sector total net generation from all types of energy sources, texas (ercot)",bkwh
TOEPGEN_US,"total electric power sector net generation by all energy sources, united states",bkwh
TOINGEN_US,"total industrial sector net generation by all energy sources, united states",bkwh
TOPRAC,tight oil production from austin chalk formation,mbd
TOPRBK,tight oil production from bakken formation,mbd
TOPREF,tight oil production from eagle ford formation,mbd
TOPRL48,tight oil production,mbd
TOPRMP,tight oil production from mississippian formation,mbd
TOPRNI,tight oil production from niobrara codell formation,mbd
TOPRPM,tight oil production from permian formations,mbd
TOPRR48,tight oil production from other u.s. formations,mbd
TOPRWF,tight oil production from woodford formation,mbd
TOTOGEN_US,"total net generation by all energy sources, all sectors, united states",bkwh
TREXRUS,real exports of goods and services,b2017usd (saar)
TRIMRUS,real imports of goods and services,b2017usd (saar)
TSEOPUS,total generation by all sectors,bkwhd
TSEOTWH,"total net generation of electricity from large-scale power plants, all sectors, united states",bkwh
UONIPUS,unfinished oils net imports,mbd
UOPSPUS,unfinished oils inventory,mb eop
UORIPUS,unfinished oils refinery input,mbd
UOTCPUS,unfinished oils product supplied,mbd
WNCHCAP_US,comm. and indus. sectors wind net summer capacity,mw
WNCHCGW_US,u.s. commercial and industrial sectors wind net summer generating capacity,gw
WNCHGEN_US,"industrial and commercial sector net generation from wind, united states",bkwh
WNCMGEN_US,"commercial sector net generation from wind, united states",bkwh
WNECBUS,electric power sector consumption of wind energy,qbtu
WNEPCAPX_US,electric power sector wind net summer capacity,mw
WNEPCGW_US,u.s. electric power sector wind net summer generating capacity,gw
WNEPGEN_CA,"electric power sector net generation from wind, california",bkwh
WNEPGEN_FL,"electric power sector net generation from wind, florida (frcc)",bkwh
WNEPGEN_HA,"electric power sector net generation from wind, hawaii and alaska",bkwh
WNEPGEN_MW,"electric power sector net generation from wind, midwest (midcontinent iso)",bkwh
WNEPGEN_NE,"electric power sector net generation from wind, new england (iso-ne)",bkwh
WNEPGEN_NW,"electric power sector net generation from wind, northwest",bkwh
WNEPGEN_NY,"electric power sector net generation from wind, new york (nyiso)",bkwh
WNEPGEN_PJ,"electric power sector net generation from wind, mid-atlantic (pjm)",bkwh
WNEPGEN_SE,"electric power sector net generation from wind, southeast (serc)",bkwh
WNEPGEN_SP,"electric power sector net generation from wind, central (spp iso)",bkwh
WNEPGEN_SW,"electric power sector net generation from wind, southwest",bkwh
WNEPGEN_TX,"electric power sector net generation from wind, texas (ercot)",bkwh
WNEPGEN_US,"electric power sector net generation from wind, united states",bkwh
WNINGEN_US,"industrial sector net generation from wind, united states",bkwh
WNTCBUS,consumption of wind energy by all sectors,qbtu
WNTOGEN_US,"net generation from wind, all sectors, united states",bkwh
WORLD_NC,world non-crude oil liquids production,mbd
WP57IUS,producer price index: petroleum,index 82=1.00
WPCPIUS,producer price index: all commodities,index 82=1.00
WTIPUUS,west texas intermediate crude oil price,usd/bbl
WWCCBUS,commercial sector consumption of wood and wood waste biomass energy,qbtu
WWCEPUS,commercial sector generation from wood biomass,bkwhd
WWCHCAP_US,comm. and indus. sectors wood biomass net summer capacity,mw
WWCHCGW_US,u.s. commercial and industrial sectors wood biomass net summer generating capacity,gw
WWCHGEN_US,"industrial and commercial sector net generation from wood biomass, united states",bkwh
WWCOPUS,industrial sector generation from wood biomass,bkwhd
WWEPCAP_US,electric power sector wood biomass net summer capacity,mw
WWEPCGW_US,u.s. electric power sector wood biomass net summer generating capacity,gw
WWEPCONB,electric power sector consumption of wood and wood waste biomass energy,qbtu
WWEPGEN_US,"electric power sector net generation from wood biomass, united states",bkwh
WWEPTOT,electric power sector generation from wood biomass,bkwhd
WWICBUS,industrial sector consumption of wood and wood waste biomass energy,qbtu
WWRCBUS,residential sector consumption of wood and wood waste biomass energy,qbtu
WWTCBUS,consumption of wood and wood waste biomass energy by all sectors,qbtu
WWTOPUS,generation from wood biomass by all sectors,bkwhd
XRUNR,civilian unemployment rate,pct
XXEPGEN_CA,"electric power sector net generation from other energy sources, california",bkwh
XXEPGEN_FL,"electric power sector net generation from other energy sources, florida (frcc)",bkwh
XXEPGEN_HA,"electric power sector net generation from other energy sources, hawaii and alaska",bkwh
XXEPGEN_MW,"electric power sector net generation from other energy sources, midwest (midcontinent iso)",bkwh
XXEPGEN_NE,"electric power sector net generation from other energy sources, new england (iso-ne)",bkwh
XXEPGEN_NW,"electric power sector net generation from other energy sources, northwest",bkwh
XXEPGEN_NY,"electric power sector net generation from other energy sources, new york (nyiso)",bkwh
XXEPGEN_PJ,"electric power sector net generation from other energy sources, mid-atlantic (pjm)",bkwh
XXEPGEN_SE,"electric power sector net generation from other energy sources, southeast (serc)",bkwh
XXEPGEN_SP,"electric power sector net generation from other energy sources, central (spp iso)",bkwh
XXEPGEN_SW,"electric power sector net generation from other energy sources, southwest",bkwh
XXEPGEN_TX,"electric power sector net generation from other energy sources, texas (ercot)",bkwh
YD87OUS,real disposable personal income,b2017usd (saar)
YD87OUS_PCT,real disposable personal income,pct yoy
ZO311IUS,food and kindred products production index,index 2017=100 (sa)
ZO321IUS,wood products production index,index 2017=100 (sa)
ZO322IUS,paper and allied products production index,index 2017=100 (sa)
ZO324IUS,petroleum and coal products production index,index 2017=100 (sa)
ZO3252IUS,resins and synthetic rubber production index,index 2017=100 (sa)
ZO3253IUS,agricultural chemicals production index,index 2017=100 (sa)
ZO325IUS,basic chemical manufacturing production index,index 2017=100 (sa)
ZO326IUS,plastics and rubber products production index,index 2017=100 (sa)
ZO327IUS,"stone, clay, glass, and concrete products production index",index 2017=100 (sa)
ZO331IUS,primary metals production index,index 2017=100 (sa)
ZOMNIUS,manufacturing production index,index 2017=100 (sa)
ZOMNIUS_PCT,manufacturing production index,pct yoy
ZOTOIUS,total industrial production index,index 2017=100 (sa)
ZWCDPUS,cooling degree days u.s. average,tdd
ZWCDPUS_PCT,cooling degree days u.s. average,pct yoy
ZWCD_ENC,cooling degree days e. n. central,tdd
ZWCD_ENC_10YR,"cooling degree days e. n. central, prior 10-year average",tdd
ZWCD_ESC,cooling degree days e. s. central,tdd
ZWCD_ESC_10YR,"cooling degree days e. s. central, prior 10-year average",tdd
ZWCD_MAC,cooling degree days middle atlantic,tdd
ZWCD_MAC_10YR,"cooling degree days middle atlantic, prior 10-year average",tdd
ZWCD_MTN,cooling degree days mountain,tdd
ZWCD_MTN_10YR,"cooling degree days mountain, prior 10-year average",tdd
ZWCD_NEC,cooling degree days new england,tdd
ZWCD_NEC_10YR,"cooling degree days new england, prior 10-year average",tdd
ZWCD_PAC,cooling degree days pacific,tdd
ZWCD_PAC_10YR,"cooling degree days pacific, prior 10-year average",tdd
ZWCD_SAC,cooling degree days south atlantic,tdd
ZWCD_SAC_10YR,"cooling degree days south atlantic, prior 10-year average",tdd
ZWCD_US_10YR,"cooling degree days u.s. average , prior 10-year average",tdd
ZWCD_WNC,cooling degree days w. n. central,tdd
ZWCD_WNC_10YR,"cooling degree days w. n. central, prior 10-year average",tdd
ZWCD_WSC,cooling degree days w. s. central,tdd
ZWCD_WSC_10YR,"cooling degree days w. s. central, prior 10-year average",tdd
ZWHDPUS,heating degree days u.s. average ,tdd
ZWHDPUS_PCT,heating degree days u.s. average ,pct yoy
ZWHD_ENC,heating degree days e. n. central,tdd
ZWHD_ENC_10YR,"heating degree days e. n. central, prior 10-year average",tdd
ZWHD_ESC,heating degree days e. s. central,tdd
ZWHD_ESC_10YR,"heating degree days e. s. central, prior 10-year average",tdd
ZWHD_MAC,heating degree days middle atlantic,tdd
ZWHD_MAC_10YR,"heating degree days middle atlantic, prior 10-year average",tdd
ZWHD_MTN,heating degree days mountain,tdd
ZWHD_MTN_10YR,"heating degree days mountain, prior 10-year average",tdd
ZWHD_NEC,heating degree days new england,tdd
ZWHD_NEC_10YR,"heating degree days new england, prior 10-year average",tdd
ZWHD_PAC,heating degree days pacific,tdd
ZWHD_PAC_10YR,"heating degree days pacific, prior 10-year average",tdd
ZWHD_SAC,heating degree days south atlantic,tdd
ZWHD_SAC_10YR,"heating degree days south atlantic, prior 10-year average",tdd
ZWHD_US_10YR,"heating degree days u.s. average , prior 10-year average",tdd
ZWHD_WNC,heating degree days w. n. central,tdd
ZWHD_WNC_10YR,"heating degree days w. n. central, prior 10-year average",tdd
ZWHD_WSC,heating degree days w. s. central,tdd
ZWHD_WSC_10YR,"heating degree days w. s. central, prior 10-year average",tdd
